Time_Stamp,Year,Month,Response_ID,Hunger_Experience,Moving_Times,Self_Confidence,Hometown,Age,Parental_Income,Race_Ethnicity,School_Year,Transfer_Student,College,Gender_Identity,Sex,Living_Location,
12/7/2021 11:50,2021,December,771,No,1,Agree somewhat,"Orange, New Jersey, 07051",18,"$100,000 - $174,999",Black,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/7/2021 11:44,2021,December,772,No,3,Agree slightly,"San Juan, Puerto Rico 00907",20,"$500,000 - $749,999","White (of European descent),Hispanic",2nd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/7/2021 12:00,2021,December,773,No,0,Agree somewhat,"Dillsburg PA, 17019",23,"$60,000 - $99,999",White (of European descent),3rd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,Off campus,
12/7/2021 13:05,2021,December,774,No,2,Don't know / not applicable,"Mooresville, North Carolina, 28117",19,"More than $750,000",Hispanic,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/7/2021 13:49,2021,December,775,No,1,Disagree somewhat,"Ridgefield, NJ 07657",22,"$300,000 - $499,999","White (of European descent),Hispanic",4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
11/30/2021 14:30,2021,November,776,,,,,,,,,,,,,,
12/7/2021 15:37,2021,December,777,No,0,Agree somewhat,"Los Angeles, CA 90004",20,"More than $750,000",White (of European descent),3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/7/2021 15:54,2021,December,778,No,1,Agree somewhat,"Austin, Texas, 78733",21,"$100,000 - $174,999",White (of European descent),4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
12/7/2021 17:22,2021,December,779,,,,gn,19,"$175,000 - $299,999",Black,Graduate student,Yes,College of Arts and Sciences,Gender non-conforming,Intersex,On campus,
12/7/2021 17:14,2021,December,780,No,1,Disagree slightly,"Westborough, MA, 01581",21,"$175,000 - $299,999",Asian,4th year undergraduate,Yes,College of Agriculture and Life Sciences,Woman,Female,Off campus,
12/7/2021 17:15,2021,December,781,No,2,Agree slightly,"East Setauket, New York, 11733",19,"$100,000 - $174,999","White (of European descent),Hispanic,Mixed Race",2nd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/7/2021 17:03,2021,December,782,No,6,Agree slightly,"Minturn, Colorado 81645",22,"$60,000 - $99,999","Black,Hispanic",4th year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,Off campus,
12/7/2021 17:13,2021,December,783,Don't know,4,Agree somewhat,"Guangzhou, Guangdong, China",21,"$40,000 - $59,999",Asian,3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
12/7/2021 17:19,2021,December,784,No,2,Agree strongly,"Boca Raton, FL, 33473",22,"$175,000 - $299,999",White (of European descent),4th year undergraduate,No,SC Johnson College of Business,Man,Male,Off campus,
12/7/2021 19:26,2021,December,785,No,1,Agree slightly,"Dix Hills, NY 11746",20,"Below $40,000",Asian,3rd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/7/2021 20:25,2021,December,786,No,4,Agree somewhat,"Portugal, Vila Nova de Famalic̣o, Braga, 4770-611",21,"$60,000 - $99,999",White (of European descent),4th year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
12/7/2021 20:25,2021,December,787,No,0,Agree slightly,"Princeton, NJ 08540",18,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Engineering,Man,Male,On campus,
12/7/2021 21:03,2021,December,788,Don't know,1,Agree somewhat,San Diego,18,"$40,000 - $59,999",Black,1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/7/2021 21:44,2021,December,789,No,1,Don't know / not applicable,"Chico, California",19,"$100,000 - $174,999","White (of European descent),Hispanic",2nd year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
12/7/2021 21:51,2021,December,790,Yes,5,Agree strongly,"Boynton Beach, FL",19,"$60,000 - $99,999",Black,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/7/2021 22:02,2021,December,791,No,8,Agree somewhat,"Bangalore, India",18,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
12/8/2021 8:13,2021,December,792,Don't know,6,Agree slightly,"Washington, Wisconsin, 54246",20,"$60,000 - $99,999",Mixed Race,3rd year undergraduate,No,College of Human Ecology,Gender non-conforming,Intersex,Off campus,
12/8/2021 8:37,2021,December,793,No,1,Don't know / not applicable,"Fuzhou, Fujian",22,"More than $750,000",Asian,4th year undergraduate,No,College of Engineering,Man,Male,Off campus,
12/8/2021 11:06,2021,December,794,No,3,Agree slightly,"Staten Island, New York, 10309",20,"$175,000 - $299,999",Asian,3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/8/2021 12:38,2021,December,795,No,0,Agree slightly,"Suffern, New York 10901",18,"$175,000 - $299,999","White (of European descent),Asian,Mixed Race",1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
12/8/2021 14:47,2021,December,796,No,0,Disagree slightly,"Queens, New York 11367",18,"Below $40,000",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/8/2021 18:06,2021,December,797,Don't know,1,Agree slightly,"Denver, CO, 80023",20,"$60,000 - $99,999",Asian,3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
12/8/2021 22:34,2021,December,798,Yes,2,Agree slightly,"Bronx, New York, 10463",19,"$100,000 - $174,999","White (of European descent),Black",2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/9/2021 12:21,2021,December,799,No,0,Agree slightly,"La Mesa, California 91942",20,"$100,000 - $174,999","White (of European descent),Hispanic",3rd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/9/2021 13:15,2021,December,800,No,7,Don't know / not applicable,Austin Texas 78746,19,"$100,000 - $174,999",White (of European descent),1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/9/2021 16:27,2021,December,801,Yes,5,Agree somewhat,"Hong Kong, SAR China",18,"$500,000 - $749,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/9/2021 18:14,2021,December,802,No,0,Don't know / not applicable,"Ithaca, New York `4850",18,"More than $750,000","Hispanic,Asian",1st year undergraduate,No,College of Human Ecology,Gender non-conforming,Male,Off campus,
12/9/2021 20:35,2021,December,803,No,2,Agree slightly,"Tampa, Florida 33609",19,"$500,000 - $749,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/9/2021 21:45,2021,December,804,No,5,Agree somewhat,"Ho Chi Minh City, Vietnam",21,"$175,000 - $299,999",Asian,3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/9/2021 22:58,2021,December,805,No,1,Agree slightly,"Dar-es-salaam, Tanzania, null",20,"Below $40,000",Black,2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
12/10/2021 1:19,2021,December,806,No,0,Agree strongly,"Metairie, Louisiana, 70005",22,"$300,000 - $499,999","White (of European descent),Hispanic,Asian",4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/10/2021 3:49,2021,December,807,Yes,2,Don't know / not applicable,"Fort Worth, Texas 76107",19,"$60,000 - $99,999","White (of European descent),Asian",1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
12/10/2021 8:56,2021,December,808,No,0,Agree somewhat,"San Jose, California 95129",20,"$100,000 - $174,999",Mixed Race,2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/10/2021 14:46,2021,December,809,No,1,Agree slightly,"Kinnelon, NJ 07405",19,"$500,000 - $749,999","White (of European descent),Asian",2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/10/2021 15:31,2021,December,810,No,0,Agree slightly,"Greenwich, New York 12834",19,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/10/2021 17:12,2021,December,811,No,3,Don't know / not applicable,"Carrollton, TX 75007",18,"$100,000 - $174,999",Black,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/10/2021 20:20,2021,December,812,No,0,Don't know / not applicable,"Jeju, Republic of Korea 63138",22,"$100,000 - $174,999",Asian,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/10/2021 20:57,2021,December,813,No,2,Agree slightly,"Walnut Creek, CA 94596",21,"Below $40,000",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
12/10/2021 20:05,2021,December,814,No,7,Agree slightly,"Decatur, Georgia 30032",19,"Below $40,000",Black,2nd year undergraduate,No,College of Human Ecology,Man,Male,On campus,
12/11/2021 0:24,2021,December,815,No,7,Agree somewhat,"Knoxville, TN 37922",19,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
12/10/2021 22:11,2021,December,816,No,3,Don't know / not applicable,"San Sebastian de los reyes, Madrid, Spain, 28706",19,"$100,000 - $174,999","White (of European descent),Hispanic,Asian,Mixed Race",2nd year undergraduate,No,College of Engineering,Man,Male,On campus,
12/4/2021 11:18,2021,December,817,,,,,,,,,,,,,,
12/11/2021 11:14,2021,December,818,Yes,4,Disagree strongly,"Winter Park, Colorado, 80482",19,"$100,000 - $174,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/4/2021 12:04,2021,December,819,,,,,,,,,,,,,,
12/11/2021 15:10,2021,December,820,No,3,Don't know / not applicable,"New York, NY 10128",18,"$300,000 - $499,999",White (of European descent),1st year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
12/11/2021 15:19,2021,December,821,No,III,Disagree somewhat,"Norman, OK 73069",22,"$100,000 - $174,999",White (of European descent),3rd year undergraduate,Yes,College of Arts and Sciences,Man,Male,On campus,
12/11/2021 16:12,2021,December,822,No,5,Disagree slightly,"Avon, Connecticut, 06001",20,"$500,000 - $749,999",Asian,3rd year undergraduate,Yes,College of Human Ecology,Woman,Female,Off campus,
12/11/2021 17:27,2021,December,823,No,0,Agree slightly,"Mukilteo, Washington 98275",19,"$175,000 - $299,999",Middle Eastern,2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
12/11/2021 18:21,2021,December,824,No,1,Disagree somewhat,"Vestal, NY 13850",18,"$175,000 - $299,999",Asian,2nd year undergraduate,No,College of Agriculture and Life Sciences,Man,Male,On campus,
12/11/2021 20:32,2021,December,825,No,0,Agree slightly,"New City, New York 10956",19,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,No,SC Johnson College of Business,Woman,Female,On campus,
12/3/2021 15:28,2021,December,826,No,1,,,,,,,,,,,,
12/5/2021 11:42,2021,December,827,,3,,,,,,,,,,,,
12/12/2021 10:53,2021,December,828,No,2,Agree somewhat,"Wellesley, Massachusetts 02481",20,"$175,000 - $299,999",White (of European descent),1st year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
12/4/2021 19:59,2021,December,829,,,,,,,,,,,,,,
12/6/2021 8:18,2021,December,830,,,,,,,,,,,,,,
12/6/2021 9:45,2021,December,831,,,,,,,,,,,,,,
12/6/2021 12:04,2021,December,832,Yes,,,,,,,,,,,,,
12/5/2021 21:07,2021,December,833,Yes,,,,,,,,,,,,,
12/6/2021 18:36,2021,December,834,,,,,,,,,,,,,,
12/7/2021 10:04,2021,December,835,,,,,,,,,,,,,,
12/7/2021 15:31,2021,December,836,,,,,,,,,,,,,,
12/14/2021 17:19,2021,December,837,Yes,6,Disagree strongly,lewis center,18,"$300,000 - $499,999",Asian,1st year undergraduate,Yes,SC Johnson College of Business,Woman,Female,On campus,
12/7/2021 20:25,2021,December,838,,,,,,,,,,,,,,
12/6/2021 22:06,2021,December,839,Yes,,,,,,,,,,,,,
12/8/2021 8:04,2021,December,840,,,,,,,,,,,,,,
12/8/2021 10:03,2021,December,841,,,,,,,,,,,,,,
12/8/2021 10:13,2021,December,842,,,,,,,,,,,,,,
12/16/2021 12:05,2021,December,843,No,1,Agree slightly,"Leonia, New Jersey 07605",20,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
12/17/2021 17:21,2021,December,844,No,1,Agree slightly,"Ho Chi Minh City, Vietnam",21,"Below $40,000",Asian,3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
12/17/2021 18:52,2021,December,845,No,0,Don't know / not applicable,"Brooklyn, New York 11220",19,"$100,000 - $174,999","Hispanic,Asian",2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
12/10/2021 20:46,2021,December,846,,,,,,,,,,,,,,
12/11/2021 1:48,2021,December,847,No,III,,,,,,,,,,,,
12/11/2021 2:08,2021,December,848,,,,,,,,,,,,,,
12/11/2021 17:23,2021,December,849,,,,,,,,,,,,,,
2/13/2022 16:49,2022,February,850,,,,11020,21,"$100,000 - $174,999",White (of European descent),3rd year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
4/13/2022 11:45,2022,April,851,No,2,Agree strongly,"Greenwich, CT, 06830 ",20,"More than $750,000",White (of European descent),2nd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
4/18/2022 7:46,2022,April,852,No,1,Disagree slightly,"Bellevue, Washington 98005",19,"$175,000 - $299,999",Middle Eastern,1st year undergraduate,No,College of Human Ecology,Man,Male,On campus,
4/19/2022 15:17,2022,April,853,No,1,Disagree slightly,"Omaha, Nebraska 68164",21,"$500,000 - $749,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
4/21/2022 10:14,2022,April,854,No,0,Agree somewhat,"Rockville Centre, NY 11570",21,"$60,000 - $99,999",White (of European descent),4th year undergraduate,Yes,SC Johnson College of Business,Woman,Female,Off campus,
4/21/2022 21:01,2022,April,855,No,0,Don't know / not applicable,"Brooklyn, NY 11204",18,"$100,000 - $174,999",Asian,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
4/26/2022 18:35,2022,April,856,Yes,4,Don't know / not applicable,"Weston, FL 33332",21,"$500,000 - $749,999",White (of European descent),3rd year undergraduate,Yes,College of Arts and Sciences,Gender non-conforming,Female,Off campus,
4/27/2022 11:08,2022,April,857,No,4,Agree slightly,"Plantation, FL 33322",21,"$40,000 - $59,999","White (of European descent),Middle Eastern",4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
4/27/2022 18:54,2022,April,858,No,4,Agree slightly,"Pace, FL 32571",19,"$40,000 - $59,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Gender non-conforming,Female,On campus,
4/28/2022 10:38,2022,April,859,Don't know,0,Agree somewhat,"Canajoharie, NY 13317",22,"$100,000 - $174,999",White (of European descent),4th year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
4/29/2022 11:22,2022,April,860,No,1,Agree slightly,Seoul 06011,21,"More than $750,000",Asian,3rd year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
4/30/2022 15:14,2022,April,861,No,0,Agree somewhat,"Annapolis, Maryland 21403",20,"$175,000 - $299,999",White (of European descent),2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
4/30/2022 16:50,2022,April,862,No,0,Agree slightly,"Sugar Land, Texas, 77479",20,"More than $750,000",Asian,2nd year undergraduate,No,College of Human Ecology,Man,Male,Off campus,
5/2/2022 15:26,2022,May,863,Yes,2,Don't know / not applicable,"Croton on Hudson, New York, 10520",21,"$60,000 - $99,999","White (of European descent),Hispanic",3rd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,Off campus,
5/2/2022 17:34,2022,May,864,No,0,Agree somewhat,"Sharon, MA 02067",21,"$500,000 - $749,999",Asian,4th year undergraduate,Yes,SC Johnson College of Business,Woman,Female,Off campus,
5/2/2022 22:58,2022,May,865,No,0,Don't know / not applicable,"New York, New York ",19,"Below $40,000",Hispanic,2nd year undergraduate,No,College of Engineering,Woman,Female,On campus,
5/3/2022 13:59,2022,May,866,Yes,0,Agree somewhat,"Jackson, NJ 08527",22,"$100,000 - $174,999",Black,4th year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
4/26/2022 18:32,2022,April,867,,,,,,,,,,,,,,
5/3/2022 21:54,2022,May,868,No,4,Agree slightly,"Boston, Massachusetts 02126",19,"Below $40,000","Black,Hispanic",1st year undergraduate,Yes,College of Arts and Sciences,Woman,Female,On campus,
5/5/2022 0:03,2022,May,869,No,0,Agree slightly,"Garden City, New York 11530",18,"$175,000 - $299,999",White (of European descent),1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
4/29/2022 14:06,2022,April,870,,,,,,,,,,,,,,
5/6/2022 21:24,2022,May,871,No,0,Agree slightly,"Brooklyn, New York 11206",19,"Below $40,000",Hispanic,1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
5/7/2022 18:05,2022,May,872,No,5,Agree slightly,"Suwanee, Georgia 30024",19,"$100,000 - $174,999",Asian,1st year undergraduate,No,"College of Architecture, Art and Planning",Man,Male,On campus,
5/7/2022 19:17,2022,May,873,No,1,Agree slightly,"Bainbridge Island, Washington 98110",19,"$300,000 - $499,999","American Indian or Alaskan Native,Asian,Pacific Islander",1st year undergraduate,No,School of Industrial and Labor Relations,Man,Male,On campus,
5/8/2022 13:01,2022,May,874,Yes,2 times,Agree somewhat,"Bloomfield Hills, Michigan 48301",21,"$100,000 - $174,999",White (of European descent),3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
5/8/2022 15:59,2022,May,875,No,3,Agree strongly,"Atlanta, Georgia 30309",20,"$100,000 - $174,999",Black,2nd year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
5/8/2022 21:08,2022,May,876,No,1,Agree somewhat,"Suwanee, GA 30024",20,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Agriculture and Life Sciences,Woman,Female,On campus,
5/9/2022 10:42,2022,May,877,No,1,Agree strongly,"Sparta, New Jersey 07871",22,"$175,000 - $299,999",White (of European descent),4th year undergraduate,No,College of Arts and Sciences,Man,Male,Off campus,
5/9/2022 17:13,2022,May,878,No,1,Agree slightly,"Melbourne, FL 32904",22,"$40,000 - $59,999",Asian,4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
5/9/2022 21:10,2022,May,879,No,1,Don't know / not applicable,"Los Angeles, California 90066",18,"$500,000 - $749,999","White (of European descent),Middle Eastern",1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
5/9/2022 22:17,2022,May,880,Yes,2,Disagree slightly,Princeton,19,"$100,000 - $174,999",Asian,2nd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
5/9/2022 23:10,2022,May,881,No,1,Don't know / not applicable,"Cali, Colombia 760001",21,"$100,000 - $174,999",Hispanic,3rd year undergraduate,No,College of Engineering,Woman,Female,Off campus,
5/10/2022 6:12,2022,May,882,No,1,Agree somewhat,"Garland, TX 75044",22,"$40,000 - $59,999",Asian,4th year undergraduate,No,SC Johnson College of Business,Woman,Female,Off campus,
5/10/2022 13:00,2022,May,883,No,1,Agree strongly,"Cortland, New York, 13045",22,"$100,000 - $174,999",White (of European descent),4th year undergraduate,No,College of Human Ecology,Woman,Female,Off campus,
5/10/2022 19:30,2022,May,884,No,5,Agree strongly,"Rockland, New York 10956",20,"$100,000 - $174,999",Black,2nd year undergraduate,No,College of Engineering,Man,Male,On campus,
5/10/2022 21:40,2022,May,885,Yes,3,,Canada,22,"$60,000 - $99,999",Asian,4th year undergraduate,No,College of Arts and Sciences,Woman,Female,Off campus,
5/11/2022 20:44,2022,May,886,No,3,Disagree slightly,"Allentown, PA 18104",20,"$300,000 - $499,999",Asian,3rd year undergraduate,No,College of Human Ecology,Man,Male,Off campus,
5/11/2022 21:20,2022,May,887,No,3,Agree slightly,"West New York, NJ 07047",19,"Below $40,000",Hispanic,2nd year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
5/13/2022 20:10,2022,May,888,No,2,Agree slightly,"Sammamish, WA 98075",21,"$300,000 - $499,999",Asian,3rd year undergraduate,No,College of Engineering,Man,Male,Off campus,
5/8/2022 15:59,2022,May,889,,,,,,,,,,,,,,
5/16/2022 22:07,2022,May,890,No,5,Agree somewhat,"Albany, New York, 12202",18,"$60,000 - $99,999",Black,1st year undergraduate,No,College of Arts and Sciences,Man,Male,On campus,
5/10/2022 12:28,2022,May,891,Don't know,,Don't know / not applicable,,,,,,,,,,,
5/10/2022 21:28,2022,May,892,,3,,,,,,,,,,,,
5/10/2022 21:35,2022,May,893,,,,,,,,,,,,,,
5/18/2022 20:59,2022,May,894,,,,nyc 10010,22,"$40,000 - $59,999",Asian,4th year undergraduate,No,College of Engineering,Woman,Female,Off campus,
5/19/2022 17:17,2022,May,895,No,2,Agree somewhat,"Boca Raton, Florida 33496",19,"$175,000 - $299,999","White (of European descent),Hispanic,Middle Eastern",1st year undergraduate,No,College of Arts and Sciences,Woman,Female,On campus,
5/19/2022 19:26,2022,May,896,Yes,4,Agree somewhat,"Harrison, New York, 10528",20,"$175,000 - $299,999",Hispanic,2nd year undergraduate,Yes,College of Human Ecology,Woman,Female,On campus,
5/20/2022 7:13,2022,May,897,No,1,Agree slightly,"Guangzhou, Guangdong, China 510335",19,"$300,000 - $499,999",Asian,1st year undergraduate,No,College of Human Ecology,Woman,Female,On campus,
5/19/2022 17:22,2022,May,898,,,,,,,,,,,,,,
5/19/2022 8:42,2022,May,899,,,,,,,,,,,,,,
